"MUNICIPIO";"ANOMES";"FATO";"QTDE"
"ALECRIM";"2004-03";"Furtos";"4"
"ALECRIM";"2004-04";"Furtos";"2"
"ALECRIM";"2004-04";"Roubos";"1"
"ALECRIM";"2004-05";"Furtos";"7"
"ALECRIM";"2004-06";"Furtos";"4"
"ALECRIM";"2004-07";"Furtos";"4"
"ALECRIM";"2004-08";"Furtos";"7"
"ALECRIM";"2004-09";"Furtos";"6"
"ALECRIM";"2004-10";"Delitos relacionados a armas e muniçoes";"1"
"ALECRIM";"2004-10";"Furtos";"8"
"ALECRIM";"2004-11";"Delitos relacionados a armas e muniçoes";"2"
"ALECRIM";"2004-11";"Furtos";"6"
"ALECRIM";"2004-11";"Homicídio";"1"
"ALECRIM";"2004-12";"Delitos relacionados a armas e muniçoes";"2"
"ALECRIM";"2004-12";"Furtos";"4"
"ALEGRETE";"2004-01";"Delitos relacionados a armas e muniçoes";"3"
"ALEGRETE";"2004-01";"Entorpecentes - Posse";"5"
"ALEGRETE";"2004-01";"Estelionato";"15"
"ALEGRETE";"2004-01";"Furtos";"171"
"ALEGRETE";"2004-01";"Homicídio";"1"
"ALEGRETE";"2004-01";"Roubos";"24"
"ALEGRETE";"2004-02";"Delitos relacionados a armas e muniçoes";"8"
"ALEGRETE";"2004-02";"Entorpecentes - Posse";"1"
"ALEGRETE";"2004-02";"Entorpecentes - Tráfico";"1"
"ALEGRETE";"2004-02";"Estelionato";"9"
"ALEGRETE";"2004-02";"Extorsão";"1"
"ALEGRETE";"2004-02";"Furtos";"162"
"ALEGRETE";"2004-02";"Homicídio";"2"
"ALEGRETE";"2004-02";"Roubos";"24"
"ALEGRETE";"2004-03";"Delitos relacionados a armas e muniçoes";"8"
"ALEGRETE";"2004-03";"Estelionato";"3"
"ALEGRETE";"2004-03";"Extorsão";"2"
"ALEGRETE";"2004-03";"Furto de veículo";"2"
"ALEGRETE";"2004-03";"Furtos";"131"
"ALEGRETE";"2004-03";"Roubo de veículo";"1"
"ALEGRETE";"2004-03";"Roubos";"9"
"ALEGRETE";"2004-04";"Delitos relacionados a armas e muniçoes";"7"
"ALEGRETE";"2004-04";"Entorpecentes - Posse";"1"
"ALEGRETE";"2004-04";"Estelionato";"8"
"ALEGRETE";"2004-04";"Extorsão";"1"
"ALEGRETE";"2004-04";"Furto de veículo";"1"
"ALEGRETE";"2004-04";"Furtos";"134"
"ALEGRETE";"2004-04";"Latrocínio";"1"
"ALEGRETE";"2004-04";"Roubos";"24"
"ALEGRETE";"2004-05";"Delitos relacionados a armas e muniçoes";"6"
"ALEGRETE";"2004-05";"Entorpecentes - Posse";"4"
"ALEGRETE";"2004-05";"Entorpecentes - Tráfico";"1"
"ALEGRETE";"2004-05";"Estelionato";"5"
"ALEGRETE";"2004-05";"Furto de veículo";"1"
"ALEGRETE";"2004-05";"Furtos";"140"
"ALEGRETE";"2004-05";"Roubos";"31"
"ALEGRETE";"2004-06";"Delitos relacionados a armas e muniçoes";"4"
"ALEGRETE";"2004-06";"Entorpecentes - Posse";"7"
"ALEGRETE";"2004-06";"Estelionato";"8"
"ALEGRETE";"2004-06";"Furto de veículo";"2"
"ALEGRETE";"2004-06";"Furtos";"138"
"ALEGRETE";"2004-06";"Roubo de veículo";"1"
"ALEGRETE";"2004-06";"Roubos";"33"
"ALEGRETE";"2004-07";"Delitos relacionados a armas e muniçoes";"8"
"ALEGRETE";"2004-07";"Entorpecentes - Posse";"3"
"ALEGRETE";"2004-07";"Entorpecentes - Tráfico";"1"
"ALEGRETE";"2004-07";"Estelionato";"13"
"ALEGRETE";"2004-07";"Furto de veículo";"8"
"ALEGRETE";"2004-07";"Furtos";"168"
"ALEGRETE";"2004-07";"Roubo de veículo";"1"
"ALEGRETE";"2004-07";"Roubos";"43"
"ALEGRETE";"2004-08";"Delitos relacionados a armas e muniçoes";"12"
"ALEGRETE";"2004-08";"Entorpecentes - Posse";"3"
"ALEGRETE";"2004-08";"Estelionato";"6"
"ALEGRETE";"2004-08";"Extorsão";"2"
"ALEGRETE";"2004-08";"Furto de veículo";"2"
"ALEGRETE";"2004-08";"Furtos";"160"
"ALEGRETE";"2004-08";"Homicídio";"1"
"ALEGRETE";"2004-08";"Roubos";"29"
"ALEGRETE";"2004-09";"Delitos relacionados a armas e muniçoes";"3"
"ALEGRETE";"2004-09";"Entorpecentes - Posse";"3"
"ALEGRETE";"2004-09";"Entorpecentes - Tráfico";"2"
"ALEGRETE";"2004-09";"Estelionato";"6"
"ALEGRETE";"2004-09";"Furto de veículo";"2"
"ALEGRETE";"2004-09";"Furtos";"171"
"ALEGRETE";"2004-09";"Latrocínio";"2"
"ALEGRETE";"2004-09";"Roubos";"25"
"ALEGRETE";"2004-10";"Delitos relacionados a armas e muniçoes";"3"
"ALEGRETE";"2004-10";"Entorpecentes - Posse";"5"
"ALEGRETE";"2004-10";"Entorpecentes - Tráfico";"2"
"ALEGRETE";"2004-10";"Estelionato";"6"
"ALEGRETE";"2004-10";"Furto de veículo";"1"
"ALEGRETE";"2004-10";"Furtos";"176"
"ALEGRETE";"2004-10";"Roubos";"32"
"ALEGRETE";"2004-11";"Delitos relacionados a armas e muniçoes";"5"
"ALEGRETE";"2004-11";"Entorpecentes - Posse";"9"
"ALEGRETE";"2004-11";"Entorpecentes - Tráfico";"3"
"ALEGRETE";"2004-11";"Estelionato";"7"
"ALEGRETE";"2004-11";"Furto de veículo";"2"
"ALEGRETE";"2004-11";"Furtos";"135"
"ALEGRETE";"2004-11";"Roubos";"20"
"ALEGRETE";"2004-12";"Delitos relacionados a armas e muniçoes";"9"
"ALEGRETE";"2004-12";"Entorpecentes - Posse";"5"
"ALEGRETE";"2004-12";"Entorpecentes - Tráfico";"2"
"ALEGRETE";"2004-12";"Estelionato";"10"
"ALEGRETE";"2004-12";"Extorsão";"1"
"ALEGRETE";"2004-12";"Furto de veículo";"1"
"ALEGRETE";"2004-12";"Furtos";"147"
"ALEGRETE";"2004-12";"Homicídio";"2"
"ALEGRETE";"2004-12";"Roubo de veículo";"1"
"ALEGRETE";"2004-12";"Roubos";"29"
"ALEGRIA";"2004-01";"Estelionato";"1"
"ALEGRIA";"2004-01";"Furtos";"2"
"ALEGRIA";"2004-02";"Delitos relacionados a armas e muniçoes";"1"
"ALEGRIA";"2004-02";"Furtos";"3"
"ALEGRIA";"2004-03";"Estelionato";"1"
"ALEGRIA";"2004-03";"Furtos";"1"
"ALEGRIA";"2004-03";"Homicídio";"1"
"ALEGRIA";"2004-04";"Estelionato";"2"
"ALEGRIA";"2004-04";"Furtos";"8"
"ALEGRIA";"2004-05";"Furtos";"5"
"ALEGRIA";"2004-06";"Furtos";"2"
"ALEGRIA";"2004-07";"Furtos";"7"
"ALEGRIA";"2004-08";"Delitos relacionados a armas e muniçoes";"1"
"ALEGRIA";"2004-08";"Furtos";"6"
"ALEGRIA";"2004-09";"Delitos relacionados a armas e muniçoes";"5"
"ALEGRIA";"2004-09";"Furtos";"14"
"ALEGRIA";"2004-10";"Delitos relacionados a armas e muniçoes";"4"
"ALEGRIA";"2004-10";"Furtos";"2"
"ALEGRIA";"2004-12";"Furto de veículo";"1"
"ALEGRIA";"2004-12";"Furtos";"13"
"ALMIRANTE TAMANDARE DO SUL";"2004-07";"Furtos";"3"
"ALMIRANTE TAMANDARE DO SUL";"2004-07";"Roubos";"8"
"ALMIRANTE TAMANDARE DO SUL";"2004-08";"Furtos";"1"
"ALMIRANTE TAMANDARE DO SUL";"2004-10";"Delitos relacionados a armas e muniçoes";"1"
"ALMIRANTE TAMANDARE DO SUL";"2004-10";"Roubos";"1"
"ALMIRANTE TAMANDARE DO SUL";"2004-11";"Furtos";"5"
"ALMIRANTE TAMANDARE DO SUL";"2004-12";"Delitos relacionados a armas e muniçoes";"1"
"ALMIRANTE TAMANDARE DO SUL";"2004-12";"Furtos";"2"
"ALPESTRE";"2004-01";"Delitos relacionados a armas e muniçoes";"3"
"ALPESTRE";"2004-01";"Furtos";"3"
"ALPESTRE";"2004-02";"Delitos relacionados a armas e muniçoes";"1"
"ALPESTRE";"2004-02";"Furtos";"2"
"ALPESTRE";"2004-03";"Furtos";"2"
"ALPESTRE";"2004-04";"Delitos relacionados a armas e muniçoes";"1"
"ALPESTRE";"2004-04";"Furtos";"9"
"ALPESTRE";"2004-05";"Delitos relacionados a armas e muniçoes";"3"
"ALPESTRE";"2004-05";"Estelionato";"1"
"ALPESTRE";"2004-05";"Furtos";"3"
"ALPESTRE";"2004-05";"Roubos";"1"
"ALPESTRE";"2004-06";"Delitos relacionados a armas e muniçoes";"4"
"ALPESTRE";"2004-06";"Furtos";"4"
"ALPESTRE";"2004-06";"Roubos";"1"
"ALPESTRE";"2004-07";"Delitos relacionados a armas e muniçoes";"3"
"ALPESTRE";"2004-07";"Furtos";"6"
"ALPESTRE";"2004-08";"Delitos relacionados a armas e muniçoes";"2"
"ALPESTRE";"2004-08";"Furtos";"4"
"ALPESTRE";"2004-08";"Roubos";"1"
"ALPESTRE";"2004-09";"Delitos relacionados a armas e muniçoes";"6"
"ALPESTRE";"2004-09";"Furtos";"7"
"ALPESTRE";"2004-10";"Delitos relacionados a armas e muniçoes";"1"
"ALPESTRE";"2004-10";"Furto de veículo";"1"
"ALPESTRE";"2004-10";"Furtos";"7"
"ALPESTRE";"2004-11";"Furtos";"8"
"ALPESTRE";"2004-12";"Delitos relacionados a armas e muniçoes";"2"
"ALPESTRE";"2004-12";"Furtos";"1"
"ALTO ALEGRE";"2004-01";"Furtos";"1"
"ALTO ALEGRE";"2004-02";"Furtos";"2"
"ALTO ALEGRE";"2004-04";"Furtos";"2"
"ALTO ALEGRE";"2004-06";"Furtos";"2"
"ALTO ALEGRE";"2004-08";"Furtos";"2"
"ALTO ALEGRE";"2004-08";"Roubos";"1"
"ALTO ALEGRE";"2004-09";"Delitos relacionados a armas e muniçoes";"1"
"ALTO ALEGRE";"2004-09";"Furtos";"2"
"ALTO ALEGRE";"2004-10";"Delitos relacionados a armas e muniçoes";"2"
"ALTO ALEGRE";"2004-10";"Furtos";"1"
"ALTO ALEGRE";"2004-11";"Delitos relacionados a armas e muniçoes";"1"
"ALTO ALEGRE";"2004-11";"Furtos";"1"
"ALTO ALEGRE";"2004-12";"Furtos";"3"
"ALTO FELIZ";"2004-02";"Furtos";"1"
"ALTO FELIZ";"2004-02";"Roubos";"2"
"ALTO FELIZ";"2004-04";"Furtos";"3"
"ALTO FELIZ";"2004-05";"Furtos";"4"
"ALTO FELIZ";"2004-06";"Furtos";"1"
"ALTO FELIZ";"2004-06";"Roubos";"2"
"ALTO FELIZ";"2004-07";"Furtos";"2"
"ALTO FELIZ";"2004-08";"Furtos";"1"
"ALTO FELIZ";"2004-08";"Roubos";"1"
"ALTO FELIZ";"2004-09";"Furtos";"2"
"ALTO FELIZ";"2004-10";"Furtos";"2"
"ALVORADA";"2004-01";"Delitos relacionados a armas e muniçoes";"4"
"ALVORADA";"2004-01";"Entorpecentes - Posse";"4"
"ALVORADA";"2004-01";"Entorpecentes - Tráfico";"1"
"ALVORADA";"2004-01";"Estelionato";"15"
"ALVORADA";"2004-01";"Extorsão";"1"
"ALVORADA";"2004-01";"Furto de veículo";"10"
"ALVORADA";"2004-01";"Furtos";"347"
"ALVORADA";"2004-01";"Homicídio";"3"
"ALVORADA";"2004-01";"Roubo de veículo";"12"
"ALVORADA";"2004-01";"Roubos";"273"
"ALVORADA";"2004-02";"Delitos relacionados a armas e muniçoes";"4"
"ALVORADA";"2004-02";"Entorpecentes - Posse";"6"
"ALVORADA";"2004-02";"Entorpecentes - Tráfico";"3"
"ALVORADA";"2004-02";"Estelionato";"10"
"ALVORADA";"2004-02";"Extorsão";"1"
"ALVORADA";"2004-02";"Furto de veículo";"21"
"ALVORADA";"2004-02";"Furtos";"284"
"ALVORADA";"2004-02";"Homicídio";"6"
"ALVORADA";"2004-02";"Roubo de veículo";"14"
"ALVORADA";"2004-02";"Roubos";"268"
"ALVORADA";"2004-03";"Delitos relacionados a armas e muniçoes";"11"
"ALVORADA";"2004-03";"Entorpecentes - Posse";"10"
"ALVORADA";"2004-03";"Entorpecentes - Tráfico";"1"
"ALVORADA";"2004-03";"Estelionato";"10"
"ALVORADA";"2004-03";"Furto de veículo";"16"
"ALVORADA";"2004-03";"Furtos";"316"
"ALVORADA";"2004-03";"Homicídio";"4"
"ALVORADA";"2004-03";"Roubo de veículo";"12"
"ALVORADA";"2004-03";"Roubos";"249"
"ALVORADA";"2004-04";"Delitos relacionados a armas e muniçoes";"5"
"ALVORADA";"2004-04";"Entorpecentes - Posse";"13"
"ALVORADA";"2004-04";"Entorpecentes - Tráfico";"3"
"ALVORADA";"2004-04";"Estelionato";"14"
"ALVORADA";"2004-04";"Furto de veículo";"17"
"ALVORADA";"2004-04";"Furtos";"299"
"ALVORADA";"2004-04";"Homicídio";"9"
"ALVORADA";"2004-04";"Roubo de veículo";"22"
"ALVORADA";"2004-04";"Roubos";"213"
"ALVORADA";"2004-05";"Delitos relacionados a armas e muniçoes";"10"
"ALVORADA";"2004-05";"Entorpecentes - Posse";"6"
"ALVORADA";"2004-05";"Entorpecentes - Tráfico";"2"
"ALVORADA";"2004-05";"Estelionato";"13"
"ALVORADA";"2004-05";"Furto de veículo";"22"
"ALVORADA";"2004-05";"Furtos";"323"
"ALVORADA";"2004-05";"Homicídio";"6"
"ALVORADA";"2004-05";"Latrocínio";"1"
"ALVORADA";"2004-05";"Roubo de veículo";"18"
"ALVORADA";"2004-05";"Roubos";"302"
"ALVORADA";"2004-06";"Delitos relacionados a armas e muniçoes";"8"
"ALVORADA";"2004-06";"Entorpecentes - Posse";"16"
"ALVORADA";"2004-06";"Entorpecentes - Tráfico";"3"
"ALVORADA";"2004-06";"Estelionato";"12"
"ALVORADA";"2004-06";"Extorsão";"1"
"ALVORADA";"2004-06";"Furto de veículo";"14"
"ALVORADA";"2004-06";"Furtos";"355"
"ALVORADA";"2004-06";"Homicídio";"2"
"ALVORADA";"2004-06";"Roubo de veículo";"17"
"ALVORADA";"2004-06";"Roubos";"352"
"ALVORADA";"2004-07";"Delitos relacionados a armas e muniçoes";"11"
"ALVORADA";"2004-07";"Entorpecentes - Posse";"15"
"ALVORADA";"2004-07";"Estelionato";"19"
"ALVORADA";"2004-07";"Furto de veículo";"23"
"ALVORADA";"2004-07";"Furtos";"350"
"ALVORADA";"2004-07";"Homicídio";"6"
"ALVORADA";"2004-07";"Latrocínio";"1"
"ALVORADA";"2004-07";"Roubo de veículo";"8"
"ALVORADA";"2004-07";"Roubos";"285"
"ALVORADA";"2004-08";"Delitos relacionados a armas e muniçoes";"8"
"ALVORADA";"2004-08";"Delitos relacionados à corrupçao";"1"
"ALVORADA";"2004-08";"Entorpecentes - Posse";"9"
"ALVORADA";"2004-08";"Entorpecentes - Tráfico";"4"
"ALVORADA";"2004-08";"Estelionato";"12"
"ALVORADA";"2004-08";"Furto de veículo";"22"
"ALVORADA";"2004-08";"Furtos";"360"
"ALVORADA";"2004-08";"Homicídio";"3"
"ALVORADA";"2004-08";"Latrocínio";"2"
"ALVORADA";"2004-08";"Roubo de veículo";"18"
"ALVORADA";"2004-08";"Roubos";"253"
"ALVORADA";"2004-09";"Delitos relacionados a armas e muniçoes";"15"
"ALVORADA";"2004-09";"Entorpecentes - Posse";"11"
"ALVORADA";"2004-09";"Entorpecentes - Tráfico";"1"
"ALVORADA";"2004-09";"Estelionato";"11"
"ALVORADA";"2004-09";"Furto de veículo";"32"
"ALVORADA";"2004-09";"Furtos";"319"
"ALVORADA";"2004-09";"Homicídio";"4"
"ALVORADA";"2004-09";"Roubo de veículo";"8"
"ALVORADA";"2004-09";"Roubos";"244"
"ALVORADA";"2004-10";"Delitos relacionados a armas e muniçoes";"11"
"ALVORADA";"2004-10";"Delitos relacionados à corrupçao";"1"
"ALVORADA";"2004-10";"Entorpecentes - Posse";"9"
"ALVORADA";"2004-10";"Entorpecentes - Tráfico";"2"
"ALVORADA";"2004-10";"Estelionato";"15"
"ALVORADA";"2004-10";"Furto de veículo";"18"
"ALVORADA";"2004-10";"Furtos";"291"
"ALVORADA";"2004-10";"Homicídio";"7"
"ALVORADA";"2004-10";"Roubo de veículo";"9"
"ALVORADA";"2004-10";"Roubos";"245"
"ALVORADA";"2004-11";"Delitos relacionados a armas e muniçoes";"13"
"ALVORADA";"2004-11";"Delitos relacionados à corrupçao";"1"
"ALVORADA";"2004-11";"Entorpecentes - Posse";"14"
"ALVORADA";"2004-11";"Entorpecentes - Tráfico";"1"
"ALVORADA";"2004-11";"Estelionato";"9"
"ALVORADA";"2004-11";"Extorsão";"2"
"ALVORADA";"2004-11";"Furto de veículo";"15"
"ALVORADA";"2004-11";"Furtos";"292"
"ALVORADA";"2004-11";"Homicídio";"7"
"ALVORADA";"2004-11";"Roubo de veículo";"13"
"ALVORADA";"2004-11";"Roubos";"226"
"ALVORADA";"2004-12";"Delitos relacionados a armas e muniçoes";"10"
"ALVORADA";"2004-12";"Entorpecentes - Posse";"14"
"ALVORADA";"2004-12";"Entorpecentes - Tráfico";"5"
"ALVORADA";"2004-12";"Estelionato";"21"
"ALVORADA";"2004-12";"Extorsão";"1"
"ALVORADA";"2004-12";"Furto de veículo";"21"
"ALVORADA";"2004-12";"Furtos";"306"
"ALVORADA";"2004-12";"Homicídio";"15"
"ALVORADA";"2004-12";"Roubo de veículo";"11"
"ALVORADA";"2004-12";"Roubos";"217"
"AMARAL FERRADOR";"2004-01";"Furtos";"4"
"AMARAL FERRADOR";"2004-02";"Furtos";"3"
"AMARAL FERRADOR";"2004-03";"Furtos";"2"
"AMARAL FERRADOR";"2004-04";"Furtos";"2"
"AMARAL FERRADOR";"2004-05";"Furtos";"7"
"AMARAL FERRADOR";"2004-06";"Furtos";"5"
"AMARAL FERRADOR";"2004-06";"Roubos";"1"
"AMARAL FERRADOR";"2004-07";"Furtos";"5"
"AMARAL FERRADOR";"2004-08";"Furtos";"4"
"AMARAL FERRADOR";"2004-09";"Delitos relacionados a armas e muniçoes";"1"
"AMARAL FERRADOR";"2004-09";"Furtos";"9"
"AMARAL FERRADOR";"2004-11";"Furto de veículo";"1"
"AMARAL FERRADOR";"2004-11";"Furtos";"4"
"AMARAL FERRADOR";"2004-11";"Roubos";"1"
"AMARAL FERRADOR";"2004-12";"Furtos";"3"
"AMARAL FERRADOR";"2004-12";"Roubos";"1"
"AMETISTA DO SUL";"2004-01";"Furtos";"7"
"AMETISTA DO SUL";"2004-02";"Delitos relacionados a armas e muniçoes";"2"
"AMETISTA DO SUL";"2004-02";"Furtos";"9"
"AMETISTA DO SUL";"2004-02";"Roubos";"1"
"AMETISTA DO SUL";"2004-03";"Furto de veículo";"2"
"AMETISTA DO SUL";"2004-03";"Furtos";"13"
"AMETISTA DO SUL";"2004-04";"Furto de veículo";"2"
"AMETISTA DO SUL";"2004-04";"Furtos";"6"
"AMETISTA DO SUL";"2004-04";"Roubos";"1"
"AMETISTA DO SUL";"2004-05";"Delitos relacionados a armas e muniçoes";"1"
"AMETISTA DO SUL";"2004-05";"Furtos";"4"
"AMETISTA DO SUL";"2004-05";"Roubos";"1"
"AMETISTA DO SUL";"2004-06";"Delitos relacionados a armas e muniçoes";"1"
"AMETISTA DO SUL";"2004-06";"Furtos";"7"
"AMETISTA DO SUL";"2004-07";"Estelionato";"1"
"AMETISTA DO SUL";"2004-07";"Furto de veículo";"1"
"AMETISTA DO SUL";"2004-07";"Furtos";"10"
"AMETISTA DO SUL";"2004-07";"Roubos";"2"
"AMETISTA DO SUL";"2004-08";"Furto de veículo";"1"
"AMETISTA DO SUL";"2004-08";"Furtos";"5"
"AMETISTA DO SUL";"2004-08";"Roubo de veículo";"1"
"AMETISTA DO SUL";"2004-08";"Roubos";"1"
"AMETISTA DO SUL";"2004-09";"Delitos relacionados a armas e muniçoes";"8"
"AMETISTA DO SUL";"2004-09";"Furto de veículo";"2"
"AMETISTA DO SUL";"2004-09";"Furtos";"9"
"AMETISTA DO SUL";"2004-09";"Roubos";"1"
"AMETISTA DO SUL";"2004-10";"Delitos relacionados a armas e muniçoes";"3"
"AMETISTA DO SUL";"2004-10";"Furto de veículo";"1"
"AMETISTA DO SUL";"2004-10";"Furtos";"5"
"AMETISTA DO SUL";"2004-11";"Delitos relacionados a armas e muniçoes";"1"
"AMETISTA DO SUL";"2004-11";"Furto de veículo";"4"
"AMETISTA DO SUL";"2004-11";"Furtos";"3"
"AMETISTA DO SUL";"2004-11";"Roubos";"1"
"AMETISTA DO SUL";"2004-12";"Delitos relacionados a armas e muniçoes";"1"
"AMETISTA DO SUL";"2004-12";"Estelionato";"1"
"AMETISTA DO SUL";"2004-12";"Furto de veículo";"2"
"AMETISTA DO SUL";"2004-12";"Furtos";"8"
"AMETISTA DO SUL";"2004-12";"Homicídio";"2"
"AMETISTA DO SUL";"2004-12";"Roubos";"1"
"ANDRE DA ROCHA";"2004-02";"Furtos";"1"
"ANDRE DA ROCHA";"2004-03";"Furtos";"1"
"ANDRE DA ROCHA";"2004-04";"Delitos relacionados a armas e muniçoes";"1"
"ANDRE DA ROCHA";"2004-06";"Furtos";"1"
"ANDRE DA ROCHA";"2004-11";"Roubos";"1"
"ANDRE DA ROCHA";"2004-12";"Furtos";"1"
"ANTA GORDA";"2004-01";"Furtos";"5"
"ANTA GORDA";"2004-02";"Delitos relacionados a armas e muniçoes";"1"
"ANTA GORDA";"2004-02";"Furtos";"5"
"ANTA GORDA";"2004-02";"Roubos";"1"
"ANTA GORDA";"2004-03";"Furtos";"6"
"ANTA GORDA";"2004-04";"Furtos";"7"
"ANTA GORDA";"2004-05";"Furtos";"7"
"ANTA GORDA";"2004-06";"Furtos";"5"
"ANTA GORDA";"2004-07";"Furtos";"5"
"ANTA GORDA";"2004-08";"Furtos";"2"
"ANTA GORDA";"2004-09";"Furtos";"3"
"ANTA GORDA";"2004-10";"Furtos";"8"
"ANTA GORDA";"2004-11";"Furtos";"5"
"ANTA GORDA";"2004-12";"Delitos relacionados a armas e muniçoes";"1"
"ANTA GORDA";"2004-12";"Estelionato";"1"
"ANTA GORDA";"2004-12";"Furtos";"5"
"ANTA GORDA";"2004-12";"Roubos";"1"
"ANTONIO PRADO";"2004-01";"Estelionato";"1"
