"MUNICIPIO";"ANOMES";"FATO";"QTDE"
"ALECRIM";"2003-02";"Furtos";"2"
"ALECRIM";"2003-03";"Furtos";"3"
"ALECRIM";"2003-03";"Homicídio";"1"
"ALECRIM";"2003-04";"Furtos";"6"
"ALECRIM";"2003-05";"Furtos";"3"
"ALECRIM";"2003-06";"Furtos";"2"
"ALECRIM";"2003-07";"Furtos";"4"
"ALECRIM";"2003-08";"Furtos";"5"
"ALECRIM";"2003-09";"Estelionato";"1"
"ALECRIM";"2003-09";"Furtos";"2"
"ALECRIM";"2003-10";"Furtos";"3"
"ALECRIM";"2003-11";"Furtos";"7"
"ALECRIM";"2003-12";"Furtos";"2"
"ALEGRETE";"2003-01";"Entorpecentes - Posse";"3"
"ALEGRETE";"2003-01";"Estelionato";"11"
"ALEGRETE";"2003-01";"Furto de veículo";"3"
"ALEGRETE";"2003-01";"Furtos";"167"
"ALEGRETE";"2003-01";"Homicídio";"4"
"ALEGRETE";"2003-01";"Roubo de veículo";"1"
"ALEGRETE";"2003-01";"Roubos";"18"
"ALEGRETE";"2003-02";"Entorpecentes - Posse";"5"
"ALEGRETE";"2003-02";"Estelionato";"12"
"ALEGRETE";"2003-02";"Furto de veículo";"4"
"ALEGRETE";"2003-02";"Furtos";"172"
"ALEGRETE";"2003-02";"Roubos";"25"
"ALEGRETE";"2003-03";"Entorpecentes - Posse";"10"
"ALEGRETE";"2003-03";"Estelionato";"1"
"ALEGRETE";"2003-03";"Extorsão";"1"
"ALEGRETE";"2003-03";"Furto de veículo";"2"
"ALEGRETE";"2003-03";"Furtos";"177"
"ALEGRETE";"2003-03";"Homicídio";"1"
"ALEGRETE";"2003-03";"Roubo de veículo";"1"
"ALEGRETE";"2003-03";"Roubos";"29"
"ALEGRETE";"2003-04";"Entorpecentes - Posse";"7"
"ALEGRETE";"2003-04";"Entorpecentes - Tráfico";"1"
"ALEGRETE";"2003-04";"Estelionato";"10"
"ALEGRETE";"2003-04";"Extorsão";"1"
"ALEGRETE";"2003-04";"Furto de veículo";"6"
"ALEGRETE";"2003-04";"Furtos";"169"
"ALEGRETE";"2003-04";"Homicídio";"1"
"ALEGRETE";"2003-04";"Roubos";"17"
"ALEGRETE";"2003-05";"Entorpecentes - Posse";"7"
"ALEGRETE";"2003-05";"Entorpecentes - Tráfico";"2"
"ALEGRETE";"2003-05";"Estelionato";"6"
"ALEGRETE";"2003-05";"Furto de veículo";"6"
"ALEGRETE";"2003-05";"Furtos";"178"
"ALEGRETE";"2003-05";"Homicídio";"2"
"ALEGRETE";"2003-05";"Roubos";"32"
"ALEGRETE";"2003-06";"Entorpecentes - Posse";"4"
"ALEGRETE";"2003-06";"Entorpecentes - Tráfico";"1"
"ALEGRETE";"2003-06";"Estelionato";"8"
"ALEGRETE";"2003-06";"Furto de veículo";"4"
"ALEGRETE";"2003-06";"Furtos";"161"
"ALEGRETE";"2003-06";"Homicídio";"1"
"ALEGRETE";"2003-06";"Roubos";"12"
"ALEGRETE";"2003-07";"Entorpecentes - Posse";"3"
"ALEGRETE";"2003-07";"Entorpecentes - Tráfico";"2"
"ALEGRETE";"2003-07";"Estelionato";"3"
"ALEGRETE";"2003-07";"Furto de veículo";"1"
"ALEGRETE";"2003-07";"Furtos";"156"
"ALEGRETE";"2003-07";"Homicídio";"1"
"ALEGRETE";"2003-07";"Roubos";"23"
"ALEGRETE";"2003-08";"Entorpecentes - Posse";"1"
"ALEGRETE";"2003-08";"Estelionato";"11"
"ALEGRETE";"2003-08";"Furto de veículo";"2"
"ALEGRETE";"2003-08";"Furtos";"160"
"ALEGRETE";"2003-08";"Homicídio";"1"
"ALEGRETE";"2003-08";"Roubo de veículo";"1"
"ALEGRETE";"2003-08";"Roubos";"20"
"ALEGRETE";"2003-09";"Entorpecentes - Posse";"5"
"ALEGRETE";"2003-09";"Estelionato";"9"
"ALEGRETE";"2003-09";"Furto de veículo";"3"
"ALEGRETE";"2003-09";"Furtos";"179"
"ALEGRETE";"2003-09";"Homicídio";"1"
"ALEGRETE";"2003-09";"Roubos";"13"
"ALEGRETE";"2003-10";"Entorpecentes - Posse";"8"
"ALEGRETE";"2003-10";"Entorpecentes - Tráfico";"1"
"ALEGRETE";"2003-10";"Estelionato";"5"
"ALEGRETE";"2003-10";"Furto de veículo";"1"
"ALEGRETE";"2003-10";"Furtos";"180"
"ALEGRETE";"2003-10";"Roubos";"14"
"ALEGRETE";"2003-11";"Entorpecentes - Posse";"2"
"ALEGRETE";"2003-11";"Estelionato";"7"
"ALEGRETE";"2003-11";"Furto de veículo";"2"
"ALEGRETE";"2003-11";"Furtos";"131"
"ALEGRETE";"2003-11";"Roubos";"15"
"ALEGRETE";"2003-12";"Entorpecentes - Posse";"5"
"ALEGRETE";"2003-12";"Estelionato";"6"
"ALEGRETE";"2003-12";"Furto de veículo";"6"
"ALEGRETE";"2003-12";"Furtos";"160"
"ALEGRETE";"2003-12";"Roubo de veículo";"1"
"ALEGRETE";"2003-12";"Roubos";"19"
"ALEGRIA";"2003-01";"Furtos";"1"
"ALEGRIA";"2003-03";"Furtos";"2"
"ALEGRIA";"2003-04";"Estelionato";"1"
"ALEGRIA";"2003-04";"Furtos";"2"
"ALEGRIA";"2003-05";"Furtos";"3"
"ALEGRIA";"2003-06";"Furtos";"6"
"ALEGRIA";"2003-06";"Homicídio";"1"
"ALEGRIA";"2003-07";"Estelionato";"1"
"ALEGRIA";"2003-07";"Furtos";"5"
"ALEGRIA";"2003-07";"Roubos";"1"
"ALEGRIA";"2003-08";"Furtos";"2"
"ALEGRIA";"2003-09";"Furtos";"5"
"ALEGRIA";"2003-10";"Furtos";"2"
"ALEGRIA";"2003-11";"Furtos";"5"
"ALEGRIA";"2003-11";"Roubos";"1"
"ALEGRIA";"2003-12";"Furto de veículo";"2"
"ALEGRIA";"2003-12";"Furtos";"3"
"ALMIRANTE TAMANDARE DO SUL";"2003-03";"Furtos";"1"
"ALMIRANTE TAMANDARE DO SUL";"2003-04";"Furtos";"1"
"ALMIRANTE TAMANDARE DO SUL";"2003-08";"Furtos";"2"
"ALMIRANTE TAMANDARE DO SUL";"2003-09";"Furtos";"1"
"ALMIRANTE TAMANDARE DO SUL";"2003-10";"Furtos";"1"
"ALMIRANTE TAMANDARE DO SUL";"2003-11";"Furtos";"1"
"ALMIRANTE TAMANDARE DO SUL";"2003-11";"Roubos";"1"
"ALMIRANTE TAMANDARE DO SUL";"2003-12";"Furtos";"1"
"ALPESTRE";"2003-01";"Furtos";"6"
"ALPESTRE";"2003-01";"Roubos";"1"
"ALPESTRE";"2003-02";"Estelionato";"1"
"ALPESTRE";"2003-02";"Furto de veículo";"1"
"ALPESTRE";"2003-02";"Furtos";"5"
"ALPESTRE";"2003-03";"Furtos";"8"
"ALPESTRE";"2003-04";"Furtos";"15"
"ALPESTRE";"2003-04";"Roubos";"2"
"ALPESTRE";"2003-05";"Furtos";"13"
"ALPESTRE";"2003-06";"Furtos";"11"
"ALPESTRE";"2003-07";"Furtos";"9"
"ALPESTRE";"2003-07";"Roubo de veículo";"1"
"ALPESTRE";"2003-07";"Roubos";"2"
"ALPESTRE";"2003-08";"Estelionato";"3"
"ALPESTRE";"2003-08";"Furtos";"8"
"ALPESTRE";"2003-08";"Roubos";"1"
"ALPESTRE";"2003-09";"Furtos";"8"
"ALPESTRE";"2003-09";"Roubos";"1"
"ALPESTRE";"2003-10";"Estelionato";"4"
"ALPESTRE";"2003-10";"Furtos";"13"
"ALPESTRE";"2003-11";"Furto de veículo";"1"
"ALPESTRE";"2003-11";"Furtos";"11"
"ALPESTRE";"2003-12";"Furtos";"5"
"ALTO ALEGRE";"2003-02";"Furtos";"2"
"ALTO ALEGRE";"2003-02";"Roubos";"1"
"ALTO ALEGRE";"2003-05";"Furtos";"1"
"ALTO ALEGRE";"2003-06";"Furto de veículo";"1"
"ALTO ALEGRE";"2003-06";"Furtos";"1"
"ALTO ALEGRE";"2003-08";"Furtos";"2"
"ALTO ALEGRE";"2003-08";"Roubos";"1"
"ALTO ALEGRE";"2003-09";"Furtos";"2"
"ALTO ALEGRE";"2003-10";"Furtos";"3"
"ALTO ALEGRE";"2003-11";"Furtos";"1"
"ALTO ALEGRE";"2003-12";"Furtos";"1"
"ALTO ALEGRE";"2003-12";"Roubos";"1"
"ALTO FELIZ";"2003-01";"Furtos";"1"
"ALTO FELIZ";"2003-04";"Furtos";"2"
"ALTO FELIZ";"2003-05";"Furtos";"2"
"ALTO FELIZ";"2003-05";"Roubos";"1"
"ALTO FELIZ";"2003-07";"Furtos";"1"
"ALTO FELIZ";"2003-07";"Roubos";"1"
"ALTO FELIZ";"2003-08";"Furtos";"3"
"ALTO FELIZ";"2003-09";"Furtos";"3"
"ALTO FELIZ";"2003-09";"Roubos";"3"
"ALVORADA";"2003-01";"Delitos relacionados à corrupçao";"1"
"ALVORADA";"2003-01";"Entorpecentes - Posse";"2"
"ALVORADA";"2003-01";"Entorpecentes - Tráfico";"2"
"ALVORADA";"2003-01";"Estelionato";"16"
"ALVORADA";"2003-01";"Extorsão";"1"
"ALVORADA";"2003-01";"Furto de veículo";"15"
"ALVORADA";"2003-01";"Furtos";"372"
"ALVORADA";"2003-01";"Homicídio";"6"
"ALVORADA";"2003-01";"Roubo de veículo";"22"
"ALVORADA";"2003-01";"Roubos";"226"
"ALVORADA";"2003-02";"Delitos relacionados à corrupçao";"1"
"ALVORADA";"2003-02";"Entorpecentes - Posse";"9"
"ALVORADA";"2003-02";"Entorpecentes - Tráfico";"3"
"ALVORADA";"2003-02";"Estelionato";"7"
"ALVORADA";"2003-02";"Furto de veículo";"20"
"ALVORADA";"2003-02";"Furtos";"334"
"ALVORADA";"2003-02";"Homicídio";"2"
"ALVORADA";"2003-02";"Latrocínio";"1"
"ALVORADA";"2003-02";"Roubo de veículo";"15"
"ALVORADA";"2003-02";"Roubos";"232"
"ALVORADA";"2003-03";"Delitos relacionados à corrupçao";"1"
"ALVORADA";"2003-03";"Entorpecentes - Posse";"14"
"ALVORADA";"2003-03";"Entorpecentes - Tráfico";"4"
"ALVORADA";"2003-03";"Estelionato";"12"
"ALVORADA";"2003-03";"Furto de veículo";"21"
"ALVORADA";"2003-03";"Furtos";"417"
"ALVORADA";"2003-03";"Homicídio";"3"
"ALVORADA";"2003-03";"Latrocínio";"1"
"ALVORADA";"2003-03";"Roubo de veículo";"29"
"ALVORADA";"2003-03";"Roubos";"298"
"ALVORADA";"2003-04";"Entorpecentes - Posse";"13"
"ALVORADA";"2003-04";"Entorpecentes - Tráfico";"3"
"ALVORADA";"2003-04";"Estelionato";"13"
"ALVORADA";"2003-04";"Extorsão";"1"
"ALVORADA";"2003-04";"Furto de veículo";"22"
"ALVORADA";"2003-04";"Furtos";"371"
"ALVORADA";"2003-04";"Homicídio";"4"
"ALVORADA";"2003-04";"Roubo de veículo";"15"
"ALVORADA";"2003-04";"Roubos";"268"
"ALVORADA";"2003-05";"Entorpecentes - Posse";"20"
"ALVORADA";"2003-05";"Entorpecentes - Tráfico";"1"
"ALVORADA";"2003-05";"Estelionato";"12"
"ALVORADA";"2003-05";"Furto de veículo";"21"
"ALVORADA";"2003-05";"Furtos";"372"
"ALVORADA";"2003-05";"Homicídio";"4"
"ALVORADA";"2003-05";"Roubo de veículo";"16"
"ALVORADA";"2003-05";"Roubos";"292"
"ALVORADA";"2003-06";"Entorpecentes - Posse";"17"
"ALVORADA";"2003-06";"Entorpecentes - Tráfico";"7"
"ALVORADA";"2003-06";"Estelionato";"12"
"ALVORADA";"2003-06";"Furto de veículo";"28"
"ALVORADA";"2003-06";"Furtos";"342"
"ALVORADA";"2003-06";"Homicídio";"4"
"ALVORADA";"2003-06";"Roubo de veículo";"14"
"ALVORADA";"2003-06";"Roubos";"296"
"ALVORADA";"2003-07";"Entorpecentes - Posse";"10"
"ALVORADA";"2003-07";"Entorpecentes - Tráfico";"2"
"ALVORADA";"2003-07";"Estelionato";"13"
"ALVORADA";"2003-07";"Extorsão";"1"
"ALVORADA";"2003-07";"Furto de veículo";"20"
"ALVORADA";"2003-07";"Furtos";"351"
"ALVORADA";"2003-07";"Homicídio";"4"
"ALVORADA";"2003-07";"Roubo de veículo";"13"
"ALVORADA";"2003-07";"Roubos";"289"
"ALVORADA";"2003-08";"Delitos relacionados à corrupçao";"1"
"ALVORADA";"2003-08";"Entorpecentes - Posse";"11"
"ALVORADA";"2003-08";"Estelionato";"22"
"ALVORADA";"2003-08";"Extorsão";"1"
"ALVORADA";"2003-08";"Furto de veículo";"30"
"ALVORADA";"2003-08";"Furtos";"359"
"ALVORADA";"2003-08";"Homicídio";"4"
"ALVORADA";"2003-08";"Roubo de veículo";"11"
"ALVORADA";"2003-08";"Roubos";"264"
"ALVORADA";"2003-09";"Entorpecentes - Posse";"17"
"ALVORADA";"2003-09";"Estelionato";"17"
"ALVORADA";"2003-09";"Extorsão";"1"
"ALVORADA";"2003-09";"Furto de veículo";"17"
"ALVORADA";"2003-09";"Furtos";"293"
"ALVORADA";"2003-09";"Homicídio";"3"
"ALVORADA";"2003-09";"Roubo de veículo";"11"
"ALVORADA";"2003-09";"Roubos";"223"
"ALVORADA";"2003-10";"Entorpecentes - Posse";"19"
"ALVORADA";"2003-10";"Entorpecentes - Tráfico";"3"
"ALVORADA";"2003-10";"Estelionato";"24"
"ALVORADA";"2003-10";"Extorsão";"1"
"ALVORADA";"2003-10";"Furto de veículo";"10"
"ALVORADA";"2003-10";"Furtos";"311"
"ALVORADA";"2003-10";"Homicídio";"7"
"ALVORADA";"2003-10";"Latrocínio";"1"
"ALVORADA";"2003-10";"Roubo de veículo";"13"
"ALVORADA";"2003-10";"Roubos";"199"
"ALVORADA";"2003-11";"Delitos relacionados à corrupçao";"3"
"ALVORADA";"2003-11";"Entorpecentes - Posse";"23"
"ALVORADA";"2003-11";"Entorpecentes - Tráfico";"1"
"ALVORADA";"2003-11";"Estelionato";"15"
"ALVORADA";"2003-11";"Furto de veículo";"10"
"ALVORADA";"2003-11";"Furtos";"319"
"ALVORADA";"2003-11";"Homicídio";"5"
"ALVORADA";"2003-11";"Latrocínio";"1"
"ALVORADA";"2003-11";"Roubo de veículo";"12"
"ALVORADA";"2003-11";"Roubos";"229"
"ALVORADA";"2003-12";"Entorpecentes - Posse";"8"
"ALVORADA";"2003-12";"Entorpecentes - Tráfico";"2"
"ALVORADA";"2003-12";"Estelionato";"10"
"ALVORADA";"2003-12";"Furto de veículo";"15"
"ALVORADA";"2003-12";"Furtos";"284"
"ALVORADA";"2003-12";"Homicídio";"3"
"ALVORADA";"2003-12";"Roubo de veículo";"14"
"ALVORADA";"2003-12";"Roubos";"294"
"AMARAL FERRADOR";"2003-01";"Furtos";"1"
"AMARAL FERRADOR";"2003-02";"Furtos";"2"
"AMARAL FERRADOR";"2003-03";"Furtos";"3"
"AMARAL FERRADOR";"2003-04";"Estelionato";"2"
"AMARAL FERRADOR";"2003-04";"Furtos";"2"
"AMARAL FERRADOR";"2003-05";"Furtos";"1"
"AMARAL FERRADOR";"2003-06";"Homicídio";"1"
"AMARAL FERRADOR";"2003-07";"Furto de veículo";"1"
"AMARAL FERRADOR";"2003-07";"Furtos";"1"
"AMARAL FERRADOR";"2003-08";"Estelionato";"1"
"AMARAL FERRADOR";"2003-08";"Furtos";"6"
"AMARAL FERRADOR";"2003-09";"Furtos";"6"
"AMARAL FERRADOR";"2003-10";"Estelionato";"1"
"AMARAL FERRADOR";"2003-10";"Furto de veículo";"1"
"AMARAL FERRADOR";"2003-10";"Furtos";"4"
"AMARAL FERRADOR";"2003-11";"Furtos";"6"
"AMARAL FERRADOR";"2003-12";"Furtos";"3"
"AMETISTA DO SUL";"2003-01";"Furto de veículo";"1"
"AMETISTA DO SUL";"2003-01";"Furtos";"7"
"AMETISTA DO SUL";"2003-02";"Entorpecentes - Posse";"1"
"AMETISTA DO SUL";"2003-02";"Furtos";"4"
"AMETISTA DO SUL";"2003-03";"Furtos";"7"
"AMETISTA DO SUL";"2003-04";"Entorpecentes - Posse";"1"
"AMETISTA DO SUL";"2003-04";"Estelionato";"1"
"AMETISTA DO SUL";"2003-04";"Furtos";"4"
"AMETISTA DO SUL";"2003-05";"Estelionato";"1"
"AMETISTA DO SUL";"2003-05";"Furtos";"8"
"AMETISTA DO SUL";"2003-05";"Roubo de veículo";"1"
"AMETISTA DO SUL";"2003-05";"Roubos";"1"
"AMETISTA DO SUL";"2003-06";"Furtos";"5"
"AMETISTA DO SUL";"2003-07";"Furtos";"3"
"AMETISTA DO SUL";"2003-08";"Furtos";"13"
"AMETISTA DO SUL";"2003-08";"Homicídio";"2"
"AMETISTA DO SUL";"2003-08";"Roubos";"1"
"AMETISTA DO SUL";"2003-09";"Furtos";"4"
"AMETISTA DO SUL";"2003-09";"Roubos";"2"
"AMETISTA DO SUL";"2003-10";"Furtos";"7"
"AMETISTA DO SUL";"2003-11";"Furtos";"8"
"AMETISTA DO SUL";"2003-11";"Homicídio";"1"
"AMETISTA DO SUL";"2003-11";"Roubos";"2"
"AMETISTA DO SUL";"2003-12";"Furtos";"5"
"ANDRE DA ROCHA";"2003-02";"Furtos";"1"
"ANDRE DA ROCHA";"2003-05";"Furtos";"2"
"ANDRE DA ROCHA";"2003-06";"Furtos";"2"
"ANDRE DA ROCHA";"2003-07";"Furtos";"2"
"ANDRE DA ROCHA";"2003-08";"Furtos";"1"
"ANDRE DA ROCHA";"2003-09";"Furtos";"1"
"ANDRE DA ROCHA";"2003-10";"Furtos";"1"
"ANDRE DA ROCHA";"2003-11";"Furtos";"1"
"ANDRE DA ROCHA";"2003-12";"Furtos";"1"
"ANTA GORDA";"2003-01";"Furto de veículo";"1"
"ANTA GORDA";"2003-01";"Furtos";"11"
"ANTA GORDA";"2003-01";"Roubos";"1"
"ANTA GORDA";"2003-05";"Estelionato";"1"
"ANTA GORDA";"2003-05";"Furtos";"2"
"ANTA GORDA";"2003-06";"Furtos";"4"
"ANTA GORDA";"2003-06";"Homicídio";"1"
"ANTA GORDA";"2003-07";"Furtos";"3"
"ANTA GORDA";"2003-08";"Furtos";"5"
"ANTA GORDA";"2003-08";"Roubos";"2"
"ANTA GORDA";"2003-09";"Furtos";"1"
"ANTA GORDA";"2003-10";"Furtos";"3"
"ANTA GORDA";"2003-11";"Estelionato";"1"
"ANTA GORDA";"2003-11";"Furtos";"5"
"ANTA GORDA";"2003-12";"Furtos";"8"
"ANTA GORDA";"2003-12";"Roubos";"1"
"ANTONIO PRADO";"2003-01";"Estelionato";"2"
"ANTONIO PRADO";"2003-01";"Furtos";"20"
"ANTONIO PRADO";"2003-01";"Roubos";"3"
"ANTONIO PRADO";"2003-02";"Furto de veículo";"1"
"ANTONIO PRADO";"2003-02";"Furtos";"28"
"ANTONIO PRADO";"2003-02";"Roubos";"2"
"ANTONIO PRADO";"2003-03";"Entorpecentes - Posse";"3"
"ANTONIO PRADO";"2003-03";"Estelionato";"1"
"ANTONIO PRADO";"2003-03";"Furto de veículo";"1"
"ANTONIO PRADO";"2003-03";"Furtos";"16"
"ANTONIO PRADO";"2003-03";"Roubos";"1"
"ANTONIO PRADO";"2003-04";"Entorpecentes - Posse";"2"
"ANTONIO PRADO";"2003-04";"Estelionato";"1"
"ANTONIO PRADO";"2003-04";"Furto de veículo";"1"
"ANTONIO PRADO";"2003-04";"Furtos";"14"
"ANTONIO PRADO";"2003-04";"Roubos";"1"
"ANTONIO PRADO";"2003-05";"Entorpecentes - Tráfico";"1"
"ANTONIO PRADO";"2003-05";"Estelionato";"2"
"ANTONIO PRADO";"2003-05";"Furtos";"13"
"ANTONIO PRADO";"2003-05";"Roubos";"2"
"ANTONIO PRADO";"2003-06";"Entorpecentes - Posse";"1"
"ANTONIO PRADO";"2003-06";"Estelionato";"1"
"ANTONIO PRADO";"2003-06";"Furtos";"18"
"ANTONIO PRADO";"2003-07";"Entorpecentes - Posse";"1"
"ANTONIO PRADO";"2003-07";"Furto de veículo";"1"
"ANTONIO PRADO";"2003-07";"Furtos";"28"
"ANTONIO PRADO";"2003-07";"Roubo de veículo";"1"
"ANTONIO PRADO";"2003-08";"Entorpecentes - Posse";"1"
"ANTONIO PRADO";"2003-08";"Furto de veículo";"1"
"ANTONIO PRADO";"2003-08";"Furtos";"17"
"ANTONIO PRADO";"2003-09";"Estelionato";"1"
"ANTONIO PRADO";"2003-09";"Furtos";"13"
"ANTONIO PRADO";"2003-10";"Entorpecentes - Tráfico";"1"
"ANTONIO PRADO";"2003-10";"Estelionato";"1"
"ANTONIO PRADO";"2003-10";"Furtos";"18"
"ANTONIO PRADO";"2003-11";"Entorpecentes - Posse";"1"
"ANTONIO PRADO";"2003-11";"Estelionato";"1"
"ANTONIO PRADO";"2003-11";"Furtos";"25"
"ANTONIO PRADO";"2003-11";"Roubos";"2"
"ANTONIO PRADO";"2003-12";"Entorpecentes - Posse";"1"
"ANTONIO PRADO";"2003-12";"Estelionato";"2"
"ANTONIO PRADO";"2003-12";"Furtos";"15"
"ANTONIO PRADO";"2003-12";"Roubos";"2"
"ARAMBARE";"2003-01";"Furtos";"3"
"ARAMBARE";"2003-02";"Furto de veículo";"1"
"ARAMBARE";"2003-02";"Furtos";"7"
"ARAMBARE";"2003-03";"Entorpecentes - Posse";"1"
"ARAMBARE";"2003-03";"Furtos";"2"
"ARAMBARE";"2003-04";"Furtos";"1"
"ARAMBARE";"2003-05";"Furtos";"1"
"ARAMBARE";"2003-06";"Furtos";"1"
"ARAMBARE";"2003-07";"Furto de veículo";"1"
"ARAMBARE";"2003-07";"Furtos";"5"
"ARAMBARE";"2003-08";"Furtos";"2"
"ARAMBARE";"2003-09";"Furtos";"5"
"ARAMBARE";"2003-10";"Furto de veículo";"1"
"ARAMBARE";"2003-10";"Furtos";"5"
"ARAMBARE";"2003-11";"Furtos";"7"
"ARAMBARE";"2003-12";"Furto de veículo";"1"
"ARAMBARE";"2003-12";"Furtos";"10"
"ARARICA";"2003-01";"Furtos";"4"
"ARARICA";"2003-01";"Roubos";"1"
"ARARICA";"2003-02";"Furto de veículo";"1"
"ARARICA";"2003-02";"Furtos";"2"
"ARARICA";"2003-03";"Furtos";"5"
"ARARICA";"2003-03";"Roubos";"2"
"ARARICA";"2003-04";"Furtos";"8"
"ARARICA";"2003-04";"Roubos";"3"
"ARARICA";"2003-05";"Entorpecentes - Posse";"1"
"ARARICA";"2003-05";"Estelionato";"1"
"ARARICA";"2003-05";"Furto de veículo";"1"
"ARARICA";"2003-05";"Furtos";"7"
"ARARICA";"2003-05";"Roubos";"4"
"ARARICA";"2003-06";"Estelionato";"1"
"ARARICA";"2003-06";"Furtos";"4"
"ARARICA";"2003-06";"Roubos";"1"
"ARARICA";"2003-07";"Estelionato";"1"
"ARARICA";"2003-07";"Furtos";"7"
"ARARICA";"2003-07";"Roubos";"2"
"ARARICA";"2003-08";"Furtos";"6"
"ARARICA";"2003-08";"Roubos";"1"
"ARARICA";"2003-09";"Estelionato";"2"
"ARARICA";"2003-09";"Furtos";"6"
"ARARICA";"2003-09";"Roubos";"2"
"ARARICA";"2003-10";"Entorpecentes - Posse";"2"
"ARARICA";"2003-10";"Furtos";"6"
"ARARICA";"2003-11";"Entorpecentes - Posse";"1"
"ARARICA";"2003-11";"Furtos";"8"
"ARARICA";"2003-12";"Furtos";"6"
"ARATIBA";"2003-01";"Furtos";"5"
"ARATIBA";"2003-02";"Estelionato";"3"
"ARATIBA";"2003-02";"Furtos";"10"
"ARATIBA";"2003-03";"Estelionato";"1"
"ARATIBA";"2003-03";"Furtos";"3"
"ARATIBA";"2003-04";"Furtos";"5"
"ARATIBA";"2003-05";"Furtos";"5"
"ARATIBA";"2003-06";"Furto de veículo";"2"
"ARATIBA";"2003-06";"Furtos";"4"
"ARATIBA";"2003-06";"Roubos";"1"
"ARATIBA";"2003-07";"Furtos";"1"
